texto,sentimento,tipoInteracao,autor_anonimo
Comecou hoje a CEO Conference  Uma das maiores conferencias do mercado financeiro com grandes nomes da economia e da politica Nessa edicao foram convidados os 5 principais precandidatos a presidencia da republica e nos investidores precisamos acompanhar as propostas de cada um para enxergar os possiveis cenarios   Corre nos meus stories porque ainda da tempo de voce acompanhar ao vivo todo o evento  CEO Conference esta acontecendo hoje e amanha 2302  Obs E sempre muito bom encontrar com andrelvbona e gustavocerbasi aqui no evento do btgpactual  e um prazer levar educacao financeira para todo o Brasil com voces   btg btgpactual ceoconference2022,NEUTRAL,marcação,3619
Povo adora ser roubado mesmo defender banco  vcs estao de brincadeira kkkkk,NEGATIVE,comentário,3620
Dando sequencia a agenda da 5a SMF quartafeira 1708 as 18 horas atraves do nosso canal no Youtube contaremos com a participacao de Roberto Sallouti CEO do BTG Pactual para falarmos sobre Lideranca e Gestao no Mercado Financeiro  Nao perca a oportunidade de assistir a esse painel e se inscrever nos outros atraves do nosso site pelo link na bio E ainda concorra a premios imperdiveis que serao sorteados nos paineis presenciais  Gostariamos de fazer um agradecimento especial a todos os convidados e principalmente aos nossos patrocinadores que foram fundamentais para a realizacao do evento,POSITIVE,marcação,3621
Kkkk deixem as cores de paletas azul escuro kkkkk tem nada ver com a imagem,NEGATIVE,comentário,3622
Claro q vao ter resultado roubalheira danada Pior corretora suporte horrivel e demorado Pessima,NEGATIVE,comentário,3623
PiorCorretora,NEGATIVE,comentário,3623
Quer ter sucesso financeiro e ate ja definiu todo o seu planejamento para alcancar o objetivo Agora e so sentar e esperar certo Nao  Para que voce atinja a sua meta e preciso ter disciplina Por isso ter uma mentalidade rica e muito importante para que voce tenha atitudes saudaveis e condizentes com o seu planejamento Alem disso voce precisa projetar seus gastos conservadores e ter sobras que impulsionam o seu objetivo  Mantenha uma boa educacao financeira baseada em uma postura de comprometimento com a sua visao do futuro Se planeje se organize e construa uma jornada de sucesso  E se no meio do caminho voce precisar de uma ajudinha seja um cliente OCTO Capital e tenha uma assessoria especializada no mercado financeiro  OCTOCapital Dicionario0CTO investidoriniciante investimentosinteligentes inteligenciafinanceira sucessofinanceiro assessoriadeinvestimentos rendavariavel planejamentofinanceiro acoes RetornoFinanceiro investimentos mercadofinanceiro estabilidadefinanceira inteligenciafinanceira saudefinanceira,POSITIVE,marcação,1007
Assistio o jornal so pra ver vc linda,POSITIVE,comentário,3624
Maravilhosa,POSITIVE,comentário,3624
,NEUTRAL,comentário,3272
,NEUTRAL,comentário,770
E mais um sonho tornado realidade criar multiplas fontes de renda  Realmente orgulhoso das decisoes de saber que meu investimento esta em boas maos me deixou animado  rose_bitcoin_company tornou isso possivel com sua excelente tecnica de negociacao iniciando essa grande jornada investi  1200 como capital e em poucos dias obtive um retorno de  10800  Sua transparencia confiabilidade e diligencia sao inegaveis  rose_bitcoin_company,POSITIVE,comentário,3625
,NEUTRAL,comentário,3626
Ta bomja estava bom agora parece que esta bom de maisbora que esta  melhor,POSITIVE,comentário,3627
,NEUTRAL,comentário,1375
,NEUTRAL,comentário,782
Na noite de ontem a Amazonia Care realizou seu 1o Leilao beneficente em um evento repleto de momentos especiais No jkiguatemi  conduzido pela querida comamorsimrat o evento contou com uma bela apresentacao do maestrojoaocarlosmartins e a Orquestra Bachiana Filarmonica seguido de um jantar e leilao beneficente e para fechar um lindo show do querido tonigarridooficial Que noite especial   Um evento realizado com muitos parceiros e doadores que se conectaram com a causa e estao de fato ajudando a Amazonia Care crescer seu trabalho na nossa Amazonia   Obrigada a todos que contribuiram,NEUTRAL,marcação,3628
Amo o btgpactual,POSITIVE,comentário,3629
Lindeza das minhas 1930 hrsrsNao perco,POSITIVE,comentário,3630
Demais Parabens,POSITIVE,comentário,3631
,NEUTRAL,comentário,3632
,NEUTRAL,comentário,1353
,NEUTRAL,comentário,2372
Levo como lema de vida a simplicidade e com isso cada nova conquista reafirma minha certeza de que meu objetivo esta mais proximo Hoje eu tenho orgulho de anunciar a minha mais nova parceria com a perspectiveinvestimentos e a btgpactual  Agradeco pela confianca e reconhecimento pelo que faco e nao posso deixar tambem de parabenizar o hugootani  sem voce essa parceria nao seria possivel  E o primeiro passo em busca de uma nova conquista e nada mais gratificante do que esta acompanhado por parceiros que compartilham dos mesmos valores e ideais  daytrade daytrader bolsadevalores mercadofinanceiro trader trading vidadetrader miniindice investimentos trade daytrading dinheiro money investimento bovespa priceaction traders analisetecnica ibovespa somostraders,POSITIVE,marcação,3633
,NEUTRAL,comentário,2183
Tambem tivemos o prazer em receber   Ralph Bigio  Socio do BTG Pactual com uma trajetoria brilhante no mercado financeiro   Camila Porciuncula  Diretora BTG Pactual alem de ser uma grande amiga desistiu do tenis mas manda super bem   Banco BTG Pactual instituicao reconhecida mundialmente por seu padrao de qualidade presente em varios paises como Chile  Mexico  Reino Unido  Estados Unidos  e muitos outros Executivos que tem percepcao e faro de bons negocios como voces  para nos ter vcs aqui nos sinaliza que estamos no caminho certo   Contem conosco e vamos em frente   btgpactual   gr6explodeoriginal  Rodrigo Oliveira  Presidente do Grupo Gr6  feiradamusicagr6   Seguimos construindo nossa historia com humildade honestidade sabedoria e etica,POSITIVE,marcação,3634
SHOW SHOW SHOW,POSITIVE,comentário,3635
Inauguracao nova sede ACQUA VERO,POSITIVE,marcação,1579
Obrigado por seus bons trabalhos voce amplia meu bolso com meus R 400 a R 6000 de voce acredito que ainda existe um trader legitimo e bom continuarei anunciando seu bom trabalho Bettye_ad_investment,POSITIVE,comentário,3636
Brasil e o futuro brasil moneytime valoeconomico folhadesaopaulo btgpactual economistasincero,NEUTRAL,marcação,3066
terciagualberto e o Haddad,NEUTRAL,resposta,3637
O maior hub financeiro do Brasil e o maior banco de investimentos da America Latina estao juntos para facilitar sua vida financeira   Alem do btgpactual possuir inumeros servicos incriveis como a conta corrente e a de investimentos em um so lugar a parceria com o TradeMap torna toda experiencia ainda melhor   Abra sua conta agora mesmo para aproveitar todos os beneficios a seu favor link na bio trademap   trademap btgpactual,POSITIVE,marcação,3638
,NEUTRAL,comentário,3639
romaylitoralpark mauriciossdias bmorettigomes joyce___kely,NEUTRAL,comentário,3640
A Stonoex fintech brasileira especializada na tokenizacao de commodities foi uma das escolhidas pelo programa boostLAB do BTG Pactual Com o apoio do maior banco de investimentos da America Latina a Stonoex podera desenvolver seus negocios que visam criar uma nova forma de ofertar mercadorias  O BTG Pactual comecou a estudar a tecnologia blockchain em 2017 e desde entao vem intensificando seus esforcos em diversas areas de atuacao do setor Comecando em 2019 pelo ReitBZ o primeiro token do mundo a distribuir dividendos de imoveis o BTG lancou tres fundos de investimento em bitcoin e ether tera a Mynt uma plataforma dedicada a compra e venda de criptomoedas e explora novas possibilidades a partir de startups no boostLAB btgpactual  tokenizacao criptomoedas,POSITIVE,marcação,3641
Recebemos o leandrocastan na gwminvestments   Uma referencia dentro e fora dos campos  O mercado financeiro possui mais proximidade com o futebol do que as pessoas imaginam  Parabens Leandro Castan pela historia,POSITIVE,marcação,3642
Encerramos o ano de 2021 com 11 bi sob assessoria aqui na EQI investimentos   Agradecemos ao btgpactual pelo reconhecimento e tambem a todos os membros da nossa equipe,POSITIVE,marcação,3643
Repost btgpactual with userepost  Mais uma edicao do nosso Plantao de Noticias em parceria com souericareis  Confira no video os principais acontecimentos que movimentaram o Mercado Financeiro  Falando em boa informacao nao deixe de participar do MacroDay 2022 o maior evento de macroeconomia do ano E 100 online e as inscricoes sao gratuitas,NEUTRAL,marcação,3
Todo sucesso e movido por uma grande motivacaorazao Ser assessor de investimentos e trabalhar com sonhos e ajudar estes a se realizarem Desejo a todos uma otima semana repleta de objetivos e metas e especialmente determinacao para conquistar pouco a pouco a cada dia  wiseaai btgpactual  investimentos investimento assessoria mercadofinanceiro economia financas financaspessoais bolsa bolsadevalores,POSITIVE,marcação,3363
Evento lindo hoje  Voz Feminina btgpactual   a3sinvestimentos a3sinvestimentos lucro mercadofinanceiro bovespa traderbrasil btg investimentos mulheresinvestidora3s mulheresinvestidoras btgpactualdigital abaai,POSITIVE,marcação,157
Talentoso demais,POSITIVE,comentário,3644
,NEUTRAL,comentário,3330
Repost btgpactual with userepost  Mais uma edicao do nosso Plantao de Noticias em parceria com souericareis  Confira no video os principais acontecimentos que movimentaram o Mercado Financeiro  Falando em boa informacao nao deixe de participar do MacroDay 2022 o maior evento de macroeconomia do ano E 100 online e as inscricoes sao gratuitas,NEUTRAL,marcação,3111
Negociar e obter saques instantaneos e o melhor obrigado por seus esforcos investment_cryp,POSITIVE,comentário,3645
Mais uma edicao do nosso Plantao de Noticias em parceria com souericareis  Confira no video os principais acontecimentos que movimentaram o Mercado Financeiro  Falando em boa informacao nao deixe de participar do MacroDay 2022 o maior evento de macroeconomia do ano E 100 online e as inscricoes sao gratuitas   wwwamgcapitalcombr  Email contatoamgcapitalcombr  Credenciados a btgpactual   Telefones Sao Paulo 11 3077 4600 Porto Alegre 51 3557 1880 Florianopolis 48 3371 4611   DISCLAIMER Este post e de carater informativo e nao constitui uma oferta de compra ou de venda de ativos financeiros  AMGCapital btgpactual Investimentos Acoes FIIs TesouroDireto LCI LCA CDB ETFs Debentures IR economia ibovespa educacaofinanceira,NEGATIVE,marcação,697
Tarcisio ja levou essa,NEGATIVE,comentário,3646
Credo,NEGATIVE,comentário,3647
Pessoal ir sem computadores,NEGATIVE,comentário,1469
tarcisiogdf pra asfaltar os comuna de novo,NEGATIVE,comentário,3514
Aff,NEUTRAL,comentário,3648
Precisa ter um cara desse,POSITIVE,comentário,3649
Tarcisio para libertar SP,NEUTRAL,comentário,3650
KD o viniciuspoit,NEUTRAL,comentário,3651
E o dia da inauguracao de nossa nova matriz chegou apos o suspense no condado estamos na Faria Lima   Receber em nosso escritorio a presenca de nosso socio Andre Esteves e mais que isso poder falar e sentir a energia e simpatia de um socio senior do btgpactual deste patamar so nos faz admiralo ainda mais   acquavero siqueiradudu elcjr1982 danielbonaldi akiraedu pauletobarreto joaopiress voces sao inspiradores sabemos que toda jornada tem suas dificuldades mas olhar para tras e ver tudo que passamos e ainda vamos passar e motivo de seguir e querer voar cada vez mais obrigado pelas oportunidades    AVnaFL avin3,NEUTRAL,marcação,1578
E serio,NEUTRAL,comentário,3652
Tarcisio,POSITIVE,comentário,3653
Brasil deve fechar 2022 com mais de R 200 bilhoes contratados para infraestrutura  O Culpado  tarcisiogdf seu futuro governador de Sao Paulo,NEGATIVE,comentário,3514
As palavras nao podem qualificar o quao util sua orientacao e conselho tem sido Sou eternamente grato pelo seu apoio Obrigado rose_bitcoin_company Acabei de receber um lucro de 10000 na minha carteira muito obrigado,POSITIVE,comentário,3654
Tarcisio,NEUTRAL,comentário,1115
Jesus que risco de assalto ao banco,NEGATIVE,comentário,3655
victorddmarques Victor pode entrar em contato comigo que ajudo voce,POSITIVE,resposta,3498
terciagualberto posso ajudar vc aqui no BTG,NEUTRAL,resposta,3498
Tem que aer d0id0 e appiar o pt o partido que chama agricultores de ceiminosos e que a agricultura destroi o pais O povo do mercado que vive do agro apoia essa l0ucur,NEGATIVE,comentário,1400
Inauguracao do novo escritorio acquavero   Estamos muito felizes em anunciar que oficialmente fazemos parte de uma das arterias da cidade de Sao Paulo e um importante centro comercial e financeiro a avenida Brigadeiro Faria Lima   Essa mudanca tem um significado que vai muito alem das aparencias Ela mostra para nos que todo o carinho com nossos clientes e o comprometimento do nosso trabalho de assessoria de investimentos valeram a pena   Nao estariamos dando esse grande passo sem a mentalidade de sempre pensar no nosso maior bem nossos clientes Esse e apenas o comeco de uma grande jornada que a Acqua Vero tem a trilhar  Acqua Vero investindo no seu melhor Agora na Faria Lima,POSITIVE,marcação,950
